order_id,customer_id,order_date,order_status,payment_method,payment_status
1105,381,2025-11-06,Pending,Debit Card,Paid
1106,394,2025-10-27,Completed,UPI,Paid
1107,761,2025-11-19,Completed,UPI,Failed
1108,935,2026-05-11,Pending,Credit Card,Failed
1109,948,2025-08-17,Completed,UPI,Failed
1110,352,2025-11-13,Cancelled,Cash,Paid
1111,739,2025-10-01,Pending,UPI,Paid
1112,429,2025-04-09,Cancelled,Net Banking,Pending
1113,375,2026-04-04,Shipped,UPI,Pending
1114,495,2025-02-04,Shipped,Net Banking,Failed
1115,23,2026-02-09,Pending,Net Banking,Pending
1116,991,2025-12-23,Pending,Debit Card,Paid
1117,580,2026-05-05,Completed,Credit Card,Failed
1118,408,2026-02-22,Shipped,Net Banking,Failed
1119,77,2026-05-13,Pending,Cash,Failed
1120,576,2025-07-16,Shipped,Cash,Failed
1121,212,2025-05-20,Pending,UPI,Paid
1122,224,2025-10-20,Completed,Net Banking,Pending
1123,725,2025-09-15,Cancelled,Debit Card,Paid
1124,726,2025-06-01,Cancelled,Net Banking,Paid
1125,230,2025-03-29,Completed,Net Banking,Paid
1126,41,2025-05-30,Pending,Debit Card,Paid
1127,895,2025-05-19,Completed,Credit Card,Paid
1128,119,2025-10-01,Completed,Debit Card,Failed
1129,996,2025-11-06,Cancelled,Debit Card,Paid
1130,723,2026-04-30,Cancelled,Credit Card,Pending
1131,627,2026-04-05,Cancelled,Debit Card,Paid
1132,836,2025-11-17,Completed,Debit Card,Paid
1133,989,2026-01-10,Cancelled,Credit Card,Pending
1134,17,2026-05-13,Completed,Cash,Failed
1135,891,2025-05-12,Pending,Cash,Paid
1136,276,2025-06-16,Pending,Net Banking,Failed
1137,879,2026-02-18,Shipped,Credit Card,Pending
1138,748,2025-04-29,Shipped,Debit Card,Paid
1139,491,2026-04-07,Completed,Cash,Paid
1140,190,2025-08-24,Pending,Credit Card,Failed
1141,966,2025-09-09,Pending,Debit Card,Paid
1142,167,2025-06-08,Pending,Cash,Failed
1143,193,2025-11-08,Completed,Credit Card,Paid
1144,252,2025-08-07,Shipped,Cash,Paid
1145,540,2026-01-06,Pending,UPI,Failed
1146,387,2025-02-21,Shipped,UPI,Paid
1147,14,2026-02-28,Completed,Credit Card,Paid
1148,86,2026-01-30,Cancelled,Credit Card,Failed
1149,14,2025-11-04,Completed,UPI,Failed
1150,838,2026-01-12,Cancelled,UPI,Paid
1151,492,2025-03-13,Shipped,Credit Card,Pending
1152,491,2025-06-19,Pending,Credit Card,Paid
1153,709,2025-10-06,Cancelled,Net Banking,Paid
1154,845,2025-01-11,Completed,UPI,Failed
1155,106,2025-06-01,Shipped,Credit Card,Paid
1156,230,2026-04-13,Completed,Credit Card,Pending
1157,151,2025-07-17,Cancelled,Debit Card,Paid
1158,901,2026-04-17,Shipped,UPI,Pending
1159,113,2025-03-28,Pending,UPI,Pending
1160,79,2025-07-02,Cancelled,UPI,Pending
1161,947,2026-04-18,Completed,UPI,Failed
1162,183,2025-03-19,Shipped,Net Banking,Pending
1163,186,2025-11-04,Shipped,Credit Card,Failed
1164,309,2025-12-18,Cancelled,Debit Card,Paid
1165,939,2025-05-19,Shipped,Debit Card,Pending
1166,929,2026-02-20,Completed,UPI,Paid
1167,672,2026-02-03,Pending,Debit Card,Paid
1168,458,2025-07-19,Shipped,UPI,Paid
1169,438,2025-10-23,Cancelled,Credit Card,Paid
1170,131,2025-06-15,Pending,Cash,Pending
1171,507,2025-06-13,Shipped,Cash,Failed
1172,424,2026-05-14,Cancelled,Credit Card,Failed
1173,252,2026-04-17,Shipped,Cash,Failed
1174,552,2025-09-12,Shipped,Net Banking,Failed
1175,236,2026-02-25,Shipped,UPI,Failed
1176,432,2026-01-02,Pending,UPI,Paid
1177,3,2025-07-05,Pending,UPI,Pending
1178,486,2025-10-13,Pending,UPI,Paid
1179,358,2026-04-12,Cancelled,Credit Card,Pending
1180,148,2025-08-24,Shipped,Credit Card,Paid
1181,230,2026-02-28,Completed,Credit Card,Paid
1182,713,2026-05-08,Pending,Cash,Failed
1183,713,2025-01-14,Shipped,Debit Card,Paid
1184,109,2025-12-26,Completed,Cash,Failed
1185,162,2026-03-22,Completed,Credit Card,Pending
1186,81,2025-03-14,Pending,UPI,Paid
1187,852,2025-10-19,Shipped,Credit Card,Paid
1188,762,2025-08-29,Pending,Net Banking,Failed
1189,307,2026-05-01,Shipped,Cash,Failed
1190,455,2025-06-22,Completed,Debit Card,Paid
1191,62,2025-03-21,Completed,Net Banking,Paid
1192,165,2025-09-15,Completed,Cash,Pending
1193,971,2025-12-15,Shipped,Net Banking,Failed
1194,265,2026-03-01,Cancelled,Credit Card,Pending
1195,161,2026-04-22,Cancelled,UPI,Failed
1196,974,2025-07-13,Pending,Credit Card,Pending
1197,58,2025-11-13,Pending,Cash,Paid
1198,764,2026-02-26,Completed,Cash,Pending
1199,669,2025-06-10,Shipped,Cash,Paid
1200,823,2025-01-28,Cancelled,Cash,Paid
1201,112,2025-05-19,Completed,UPI,Pending
1202,798,2025-11-05,Cancelled,UPI,Paid
1203,167,2025-05-25,Completed,UPI,Paid
1204,12,2025-11-02,Cancelled,Credit Card,Failed
1205,654,2025-04-14,Completed,Credit Card,Pending
1206,584,2025-02-13,Completed,Net Banking,Pending
1207,50,2025-01-24,Cancelled,UPI,Pending
1208,366,2025-01-05,Cancelled,Cash,Failed
1209,323,2025-04-10,Shipped,Debit Card,Paid
1210,691,2025-12-26,Completed,Debit Card,Pending
1211,760,2026-04-05,Completed,Net Banking,Paid
1212,602,2025-01-13,Shipped,Cash,Failed
1213,873,2026-03-21,Completed,Debit Card,Paid
1214,699,2025-03-19,Shipped,UPI,Failed
1215,976,2025-02-17,Pending,Credit Card,Failed
1216,145,2025-12-01,Pending,Net Banking,Failed
1217,624,2026-01-09,Cancelled,Cash,Paid
1218,298,2025-06-23,Cancelled,Net Banking,Pending
1219,913,2025-01-21,Shipped,Credit Card,Paid
1220,622,2025-11-09,Completed,Credit Card,Failed
1221,510,2025-11-18,Completed,UPI,Paid
1222,892,2026-01-28,Cancelled,Net Banking,Paid
1223,97,2025-09-13,Shipped,Debit Card,Paid
1224,303,2026-04-24,Pending,UPI,Pending
1225,373,2025-10-23,Cancelled,UPI,Paid
1226,728,2025-04-02,Shipped,Debit Card,Pending
1227,263,2026-05-16,Shipped,Credit Card,Paid
1228,583,2026-05-13,Shipped,UPI,Pending
1229,294,2026-03-16,Shipped,Cash,Failed
1230,697,2026-04-15,Pending,Cash,Pending
1231,866,2025-09-20,Cancelled,Debit Card,Paid
1232,424,2025-12-16,Shipped,Debit Card,Failed
1233,636,2025-01-22,Completed,Credit Card,Failed
1234,575,2026-02-25,Completed,Credit Card,Paid
1235,385,2025-05-29,Pending,Net Banking,Pending
1236,75,2026-03-14,Pending,Cash,Pending
1237,96,2025-12-09,Cancelled,Cash,Pending
1238,548,2025-11-25,Shipped,UPI,Paid
1239,750,2025-04-03,Completed,Cash,Pending
1240,412,2025-04-13,Cancelled,UPI,Pending
1241,619,2025-06-25,Shipped,Credit Card,Failed
1242,488,2026-01-15,Completed,Debit Card,Pending
1243,559,2025-01-20,Pending,Cash,Paid
1244,219,2025-11-24,Cancelled,Net Banking,Paid
1245,793,2025-11-04,Shipped,UPI,Pending
1246,441,2026-02-09,Shipped,Credit Card,Paid
1247,889,2025-04-19,Completed,Cash,Pending
1248,651,2025-05-10,Pending,UPI,Paid
1249,281,2025-02-05,Shipped,UPI,Pending
1250,730,2026-03-24,Shipped,Cash,Failed
1251,686,2025-04-20,Cancelled,Credit Card,Paid
1252,917,2025-02-17,Shipped,Debit Card,Pending
1253,204,2025-03-26,Cancelled,Cash,Pending
1254,549,2025-09-01,Pending,Cash,Pending
1255,710,2026-04-13,Shipped,UPI,Failed
1256,916,2026-02-05,Pending,UPI,Failed
1257,593,2025-12-08,Pending,Debit Card,Failed
1258,962,2026-02-26,Cancelled,UPI,Paid
1259,470,2026-04-05,Pending,Cash,Pending
1260,812,2025-02-28,Shipped,Debit Card,Failed
1261,4,2026-01-05,Shipped,Credit Card,Failed
1262,655,2025-08-19,Completed,UPI,Paid
1263,193,2026-01-17,Shipped,Net Banking,Paid
1264,387,2025-11-04,Pending,Debit Card,Paid
1265,196,2026-05-03,Completed,Debit Card,Pending
1266,310,2025-01-09,Cancelled,Net Banking,Paid
1267,512,2025-12-25,Shipped,Cash,Pending
1268,361,2025-06-30,Shipped,Net Banking,Pending
1269,949,2025-02-28,Pending,Cash,Pending
1270,182,2025-07-11,Pending,Net Banking,Pending
1271,292,2025-07-15,Shipped,Debit Card,Failed
1272,961,2025-11-14,Completed,UPI,Paid
1273,666,2025-02-15,Completed,Net Banking,Pending
1274,509,2025-02-23,Completed,Cash,Failed
1275,826,2025-10-25,Completed,Debit Card,Pending
1276,229,2025-04-19,Shipped,Net Banking,Pending
1277,201,2025-02-28,Shipped,UPI,Pending
1278,813,2026-05-11,Shipped,Cash,Failed
1279,804,2025-12-27,Shipped,UPI,Pending
1280,230,2026-02-05,Cancelled,Debit Card,Failed
1281,315,2025-05-16,Shipped,Credit Card,Paid
1282,931,2026-04-06,Shipped,UPI,Paid
1283,158,2025-01-14,Cancelled,Net Banking,Failed
1284,326,2025-11-04,Cancelled,Credit Card,Failed
1285,248,2025-08-09,Shipped,Credit Card,Failed
1286,403,2025-11-26,Completed,Net Banking,Pending
1287,962,2025-03-07,Shipped,Credit Card,Pending
1288,326,2026-04-08,Pending,Cash,Paid
1289,728,2025-02-20,Pending,Net Banking,Paid
1290,591,2025-11-20,Shipped,Debit Card,Failed
1291,972,2025-03-23,Cancelled,Credit Card,Paid
1292,27,2025-02-17,Shipped,UPI,Failed
1293,608,2026-01-30,Pending,UPI,Failed
1294,557,2025-12-29,Completed,Net Banking,Pending
1295,761,2025-01-13,Pending,Cash,Failed
1296,797,2025-11-20,Cancelled,Credit Card,Paid
1297,920,2025-12-01,Pending,Debit Card,Paid
1298,861,2025-10-02,Pending,Cash,Pending
1299,53,2025-12-04,Cancelled,UPI,Paid
1300,24,2025-11-18,Completed,UPI,Pending
1301,611,2026-04-20,Completed,UPI,Paid
1302,269,2025-05-25,Pending,UPI,Paid
1303,865,2025-09-11,Cancelled,Credit Card,Pending
1304,503,2025-02-21,Completed,Cash,Paid
1305,983,2025-09-07,Completed,Credit Card,Failed
1306,385,2025-08-03,Cancelled,Cash,Paid
1307,306,2025-04-03,Completed,Credit Card,Failed
1308,647,2025-10-18,Completed,UPI,Pending
1309,496,2025-06-27,Completed,Credit Card,Failed
1310,261,2026-01-15,Completed,Credit Card,Failed
1311,549,2025-01-16,Completed,Net Banking,Failed
1312,157,2026-01-25,Pending,Debit Card,Paid
1313,223,2026-04-06,Completed,Debit Card,Paid
1314,86,2025-04-23,Pending,Debit Card,Pending
1315,205,2025-09-04,Completed,Debit Card,Failed
1316,668,2025-10-10,Cancelled,Cash,Failed
1317,508,2026-02-19,Shipped,Net Banking,Pending
1318,198,2026-04-18,Cancelled,Credit Card,Paid
1319,867,2025-12-18,Cancelled,Cash,Paid
1320,813,2025-10-26,Cancelled,Credit Card,Paid
1321,740,2026-05-04,Shipped,Cash,Pending
1322,611,2025-08-05,Cancelled,Debit Card,Failed
1323,622,2025-02-25,Shipped,Cash,Paid
1324,362,2025-10-18,Cancelled,UPI,Pending
1325,911,2025-03-27,Completed,Net Banking,Pending
1326,420,2025-10-28,Cancelled,Net Banking,Failed
1327,989,2026-05-02,Cancelled,Cash,Paid
1328,185,2025-02-28,Cancelled,Cash,Paid
1329,252,2025-07-03,Completed,Credit Card,Failed
1330,381,2025-07-10,Pending,Debit Card,Paid
1331,327,2025-01-05,Completed,Debit Card,Paid
1332,582,2025-08-27,Cancelled,Credit Card,Failed
1333,395,2025-02-03,Cancelled,Net Banking,Paid
1334,223,2025-09-27,Completed,Net Banking,Pending
1335,623,2026-01-02,Completed,Net Banking,Failed
1336,699,2025-08-04,Shipped,Debit Card,Pending
1337,202,2025-04-12,Completed,Cash,Pending
1338,282,2025-01-24,Shipped,UPI,Paid
1339,176,2025-08-20,Cancelled,Net Banking,Pending
1340,591,2025-05-02,Completed,Debit Card,Paid
1341,803,2025-11-26,Completed,Cash,Pending
1342,862,2025-03-09,Shipped,UPI,Failed
1343,541,2026-04-16,Completed,Debit Card,Failed
1344,72,2025-01-09,Shipped,UPI,Pending
1345,309,2026-01-06,Cancelled,Debit Card,Pending
1346,82,2025-07-24,Cancelled,Cash,Failed
1347,403,2025-01-25,Cancelled,Cash,Pending
1348,657,2026-03-11,Completed,Debit Card,Failed
1349,30,2025-02-22,Pending,UPI,Paid
1350,108,2025-03-13,Cancelled,Cash,Paid
1351,91,2025-03-29,Pending,Debit Card,Failed
1352,957,2025-01-03,Completed,Debit Card,Paid
1353,50,2025-02-26,Cancelled,UPI,Pending
1354,705,2025-06-18,Shipped,Debit Card,Failed
1355,948,2025-03-29,Pending,Net Banking,Pending
1356,130,2025-03-03,Cancelled,Credit Card,Failed
1357,871,2026-03-31,Shipped,Cash,Failed
1358,535,2025-03-04,Pending,Net Banking,Pending
1359,502,2025-12-05,Cancelled,Debit Card,Failed
1360,232,2025-09-05,Completed,Debit Card,Pending
1361,85,2025-12-31,Cancelled,Net Banking,Paid
1362,663,2025-12-04,Pending,UPI,Paid
1363,507,2026-05-13,Completed,Credit Card,Paid
1364,222,2025-12-10,Shipped,Cash,Paid
1365,108,2025-09-07,Cancelled,Credit Card,Failed
1366,541,2026-01-25,Cancelled,Debit Card,Failed
1367,672,2025-08-21,Pending,Net Banking,Paid
1368,134,2026-04-14,Pending,Debit Card,Pending
1369,464,2026-05-15,Pending,Cash,Paid
1370,285,2025-02-05,Shipped,Credit Card,Failed
1371,975,2025-06-07,Completed,Credit Card,Pending
1372,110,2026-03-25,Completed,Credit Card,Paid
1373,472,2026-04-03,Pending,Debit Card,Paid
1374,678,2025-09-01,Shipped,Debit Card,Pending
1375,950,2025-03-02,Completed,Debit Card,Pending
1376,155,2025-04-19,Shipped,Net Banking,Pending
1377,342,2025-09-18,Completed,Cash,Pending
1378,101,2025-07-09,Completed,Cash,Failed
1379,433,2026-04-21,Pending,Debit Card,Paid
1380,181,2025-07-26,Cancelled,Net Banking,Failed
1381,532,2025-09-10,Shipped,UPI,Failed
1382,662,2025-01-26,Pending,UPI,Paid
1383,55,2025-02-28,Completed,Net Banking,Pending
1384,68,2025-05-03,Completed,Debit Card,Paid
1385,636,2026-03-28,Shipped,Cash,Pending
1386,226,2025-02-21,Cancelled,Cash,Paid
1387,805,2025-03-29,Pending,Debit Card,Failed
1388,723,2025-05-28,Cancelled,UPI,Paid
1389,516,2025-04-05,Shipped,Debit Card,Failed
1390,175,2025-05-03,Cancelled,UPI,Paid
1391,341,2025-04-06,Shipped,Credit Card,Paid
1392,486,2025-12-08,Shipped,Debit Card,Paid
1393,998,2025-04-01,Cancelled,UPI,Paid
1394,779,2025-12-14,Completed,Net Banking,Pending
1395,486,2026-05-12,Completed,Cash,Paid
1396,113,2025-08-30,Completed,UPI,Failed
1397,298,2025-12-15,Pending,Net Banking,Failed
1398,774,2025-03-27,Pending,UPI,Paid
1399,824,2025-06-05,Cancelled,Cash,Pending
1400,360,2026-01-12,Cancelled,Cash,Pending
1401,470,2025-07-06,Completed,Debit Card,Pending
1402,342,2025-12-30,Shipped,UPI,Pending
1403,532,2025-12-18,Completed,Credit Card,Pending
1404,226,2026-03-15,Pending,Debit Card,Pending
1405,251,2025-01-16,Shipped,Debit Card,Paid
1406,92,2026-01-17,Pending,Cash,Failed
1407,989,2025-02-25,Cancelled,Net Banking,Pending
1408,898,2026-05-06,Pending,Debit Card,Failed
1409,910,2025-06-28,Cancelled,Cash,Failed
1410,968,2025-08-02,Cancelled,Debit Card,Paid
1411,594,2025-01-22,Cancelled,Net Banking,Paid
1412,815,2025-08-10,Shipped,Net Banking,Pending
1413,113,2025-05-28,Completed,Cash,Failed
1414,478,2025-03-17,Pending,Net Banking,Pending
1415,572,2025-11-16,Pending,Debit Card,Pending
1416,67,2025-05-28,Cancelled,UPI,Pending
1417,223,2025-01-21,Cancelled,Net Banking,Paid
1418,501,2025-01-28,Cancelled,UPI,Pending
1419,677,2025-06-30,Completed,UPI,Pending
1420,359,2025-03-12,Cancelled,Net Banking,Failed
1421,788,2026-05-06,Pending,UPI,Failed
1422,147,2025-05-19,Pending,Cash,Failed
1423,83,2026-04-16,Cancelled,Credit Card,Paid
1424,956,2025-08-31,Cancelled,Credit Card,Failed
1425,396,2025-11-23,Shipped,Cash,Paid
1426,268,2026-04-03,Cancelled,Net Banking,Pending
1427,578,2025-03-30,Shipped,Debit Card,Failed
1428,700,2025-03-13,Pending,Debit Card,Paid
1429,568,2025-08-02,Pending,Debit Card,Pending
1430,305,2025-02-13,Shipped,Net Banking,Paid
1431,802,2025-07-12,Shipped,UPI,Paid
1432,453,2025-09-27,Cancelled,Net Banking,Failed
1433,367,2025-12-31,Shipped,Debit Card,Pending
1434,431,2025-08-27,Shipped,Cash,Paid
1435,573,2026-04-13,Completed,Cash,Paid
1436,144,2026-01-22,Cancelled,Credit Card,Failed
1437,383,2025-09-20,Pending,Net Banking,Failed
1438,580,2026-04-06,Cancelled,UPI,Pending
1439,413,2025-03-06,Completed,Cash,Failed
1440,860,2025-08-24,Completed,UPI,Paid
1441,850,2025-05-19,Completed,Debit Card,Failed
1442,842,2025-02-19,Cancelled,Net Banking,Pending
1443,340,2025-12-20,Completed,UPI,Failed
1444,691,2025-10-27,Completed,Credit Card,Failed
1445,576,2025-03-15,Shipped,Credit Card,Paid
1446,692,2026-04-04,Pending,Debit Card,Failed
1447,737,2025-06-09,Completed,Cash,Failed
1448,206,2025-12-19,Completed,UPI,Paid
1449,619,2025-03-20,Completed,Net Banking,Paid
1450,210,2025-05-07,Completed,Cash,Paid
1451,518,2026-03-03,Shipped,Cash,Paid
1452,125,2026-04-20,Cancelled,Cash,Pending
1453,840,2025-04-05,Pending,Net Banking,Pending
1454,628,2026-02-25,Shipped,Net Banking,Paid
1455,150,2025-08-10,Completed,Credit Card,Paid
1456,763,2026-02-24,Pending,Credit Card,Failed
1457,717,2026-01-15,Pending,Cash,Pending
1458,297,2025-05-29,Completed,Net Banking,Pending
1459,684,2025-07-08,Cancelled,Cash,Pending
1460,820,2025-12-24,Completed,Cash,Pending
1461,436,2026-02-21,Pending,UPI,Pending
1462,124,2025-08-23,Shipped,UPI,Failed
1463,35,2025-06-05,Shipped,UPI,Pending
1464,143,2026-05-08,Shipped,Cash,Pending
1465,163,2025-01-05,Cancelled,Net Banking,Failed
1466,358,2025-04-18,Shipped,Net Banking,Paid
1467,672,2025-03-31,Pending,Debit Card,Failed
1468,577,2026-01-04,Cancelled,Cash,Failed
1469,806,2026-03-16,Pending,Debit Card,Failed
1470,946,2025-06-05,Shipped,UPI,Failed
1471,386,2025-09-05,Shipped,Net Banking,Failed
1472,590,2025-04-03,Cancelled,Credit Card,Failed
1473,603,2025-06-15,Cancelled,Net Banking,Failed
1474,414,2026-03-01,Completed,UPI,Paid
1475,751,2026-03-13,Pending,Credit Card,Paid
1476,109,2025-12-07,Shipped,Cash,Pending
1477,238,2026-01-25,Pending,UPI,Paid
1478,914,2026-01-08,Shipped,Cash,Paid
1479,627,2025-02-01,Cancelled,UPI,Paid
1480,768,2026-03-10,Completed,Cash,Pending
1481,647,2025-11-07,Completed,Credit Card,Pending
1482,716,2025-02-25,Shipped,Cash,Paid
1483,588,2025-11-23,Pending,Credit Card,Pending
1484,449,2025-09-09,Cancelled,Credit Card,Paid
1485,166,2026-01-15,Shipped,Net Banking,Paid
1486,597,2025-02-14,Completed,UPI,Paid
1487,830,2025-01-18,Pending,UPI,Pending
1488,418,2026-02-01,Completed,Debit Card,Paid
1489,748,2025-12-16,Shipped,Credit Card,Paid
1490,848,2025-10-20,Shipped,Net Banking,Pending
1491,634,2025-07-02,Pending,UPI,Pending
1492,641,2025-08-07,Shipped,UPI,Failed
1493,131,2025-02-10,Cancelled,UPI,Paid
1494,237,2025-09-13,Completed,Net Banking,Failed
1495,24,2025-06-19,Pending,Debit Card,Pending
1496,721,2025-07-19,Cancelled,UPI,Paid
1497,295,2026-05-11,Completed,Net Banking,Failed
1498,874,2025-05-04,Cancelled,Cash,Failed
1499,560,2025-01-30,Completed,Net Banking,Pending
1500,940,2026-04-25,Cancelled,UPI,Paid
1501,432,2025-06-23,Cancelled,Credit Card,Pending
1502,784,2026-03-31,Completed,Credit Card,Paid
1503,837,2025-10-08,Cancelled,UPI,Paid
1504,75,2025-09-10,Completed,Debit Card,Paid
1505,427,2026-05-02,Completed,Net Banking,Pending
1506,133,2026-04-30,Cancelled,UPI,Paid
1507,509,2025-01-19,Pending,Debit Card,Pending
1508,311,2025-09-02,Pending,UPI,Paid
1509,793,2025-01-14,Pending,Net Banking,Failed
1510,389,2026-03-17,Completed,Net Banking,Pending
1511,397,2025-01-27,Shipped,Credit Card,Pending
1512,438,2025-12-26,Pending,UPI,Pending
1513,919,2025-03-02,Cancelled,Debit Card,Paid
1514,448,2025-06-25,Completed,Credit Card,Paid
1515,603,2025-02-17,Completed,Credit Card,Pending
1516,771,2026-01-18,Completed,UPI,Failed
1517,833,2025-05-08,Completed,UPI,Paid
1518,450,2025-03-06,Pending,Debit Card,Paid
1519,359,2025-06-10,Pending,Debit Card,Paid
1520,408,2025-11-07,Shipped,UPI,Failed
1521,79,2025-02-09,Cancelled,Net Banking,Paid
1522,723,2025-09-11,Cancelled,Credit Card,Pending
1523,310,2026-01-01,Cancelled,Net Banking,Pending
1524,670,2026-03-21,Pending,Net Banking,Pending
1525,715,2025-06-13,Completed,UPI,Pending
1526,421,2026-04-07,Shipped,Debit Card,Paid
1527,934,2025-04-15,Pending,Net Banking,Paid
1528,760,2025-06-06,Pending,UPI,Pending
1529,836,2026-01-07,Pending,UPI,Paid
1530,451,2025-12-24,Shipped,UPI,Paid
1531,857,2025-09-13,Completed,Debit Card,Pending
1532,394,2025-10-29,Cancelled,UPI,Paid
1533,876,2025-05-23,Shipped,Cash,Paid
1534,392,2026-03-18,Shipped,Cash,Paid
1535,211,2025-04-25,Shipped,Credit Card,Failed
1536,546,2025-08-09,Completed,Debit Card,Paid
1537,782,2025-10-05,Cancelled,UPI,Failed
1538,915,2026-01-22,Cancelled,Debit Card,Failed
1539,776,2025-04-21,Completed,Debit Card,Failed
1540,637,2026-03-01,Shipped,Cash,Failed
1541,754,2026-04-21,Completed,UPI,Failed
1542,976,2025-07-18,Cancelled,Net Banking,Pending
1543,587,2025-08-06,Cancelled,Credit Card,Pending
1544,764,2025-08-28,Pending,Credit Card,Paid
1545,819,2025-05-24,Cancelled,UPI,Paid
1546,556,2026-01-30,Cancelled,Debit Card,Failed
1547,40,2025-07-22,Cancelled,Debit Card,Pending
1548,257,2025-12-04,Completed,UPI,Pending
1549,677,2025-10-19,Cancelled,Debit Card,Paid
1550,474,2025-08-16,Completed,Cash,Paid
1551,38,2025-08-27,Cancelled,Cash,Failed
1552,570,2026-03-09,Pending,Cash,Paid
1553,962,2025-10-24,Completed,Debit Card,Failed
1554,322,2025-10-10,Completed,Cash,Paid
1555,785,2025-05-13,Cancelled,Debit Card,Pending
1556,233,2025-03-07,Pending,Credit Card,Failed
1557,51,2025-12-02,Pending,UPI,Failed
1558,189,2025-01-20,Shipped,Net Banking,Pending
1559,567,2025-01-22,Pending,UPI,Failed
1560,999,2025-05-13,Cancelled,UPI,Failed
1561,879,2026-03-09,Cancelled,Net Banking,Failed
1562,615,2025-01-23,Pending,Debit Card,Paid
1563,520,2025-02-09,Shipped,UPI,Failed
1564,243,2025-02-09,Pending,Debit Card,Failed
1565,850,2025-07-10,Shipped,UPI,Failed
1566,897,2025-08-07,Cancelled,Credit Card,Paid
1567,622,2025-06-17,Cancelled,Debit Card,Pending
1568,668,2026-04-05,Cancelled,Cash,Pending
1569,32,2025-11-15,Pending,Debit Card,Paid
1570,953,2025-05-29,Pending,Net Banking,Paid
1571,624,2025-02-24,Pending,Debit Card,Failed
1572,800,2026-01-02,Cancelled,Credit Card,Pending
1573,597,2026-03-02,Completed,Credit Card,Pending
1574,665,2026-01-26,Completed,UPI,Paid
1575,516,2025-10-17,Shipped,Net Banking,Failed
1576,868,2025-03-04,Completed,Net Banking,Pending
1577,538,2025-12-04,Shipped,Debit Card,Pending
1578,857,2025-04-10,Cancelled,Credit Card,Pending
1579,819,2025-05-05,Cancelled,Credit Card,Pending
1580,767,2025-06-11,Completed,Credit Card,Pending
1581,981,2026-01-11,Shipped,Debit Card,Paid
1582,574,2025-06-30,Completed,Debit Card,Failed
1583,620,2025-09-05,Pending,Cash,Pending
1584,584,2025-04-28,Pending,Net Banking,Paid
1585,932,2026-02-02,Shipped,Net Banking,Failed
1586,621,2025-03-12,Cancelled,Debit Card,Pending
1587,121,2025-06-10,Completed,Cash,Pending
1588,152,2025-09-16,Shipped,Credit Card,Paid
1589,465,2026-03-25,Completed,Credit Card,Paid
1590,270,2025-08-03,Shipped,UPI,Paid
1591,35,2026-03-22,Shipped,UPI,Failed
1592,75,2025-03-27,Pending,Net Banking,Failed
1593,398,2026-04-16,Shipped,Debit Card,Paid
1594,714,2025-07-25,Pending,Debit Card,Paid
1595,919,2025-06-22,Cancelled,Net Banking,Failed
1596,111,2025-11-12,Completed,UPI,Failed
1597,364,2026-04-17,Shipped,Cash,Failed
1598,759,2025-08-19,Shipped,Debit Card,Pending
1599,138,2025-12-25,Pending,Net Banking,Failed
1600,156,2025-02-12,Completed,Net Banking,Failed
1601,691,2025-07-09,Shipped,Cash,Pending
1602,181,2025-08-13,Cancelled,UPI,Paid
1603,506,2025-06-02,Cancelled,UPI,Failed
1604,919,2025-09-23,Shipped,Debit Card,Pending
1605,327,2025-07-16,Pending,Credit Card,Paid
1606,968,2026-02-21,Pending,Cash,Failed
1607,589,2025-05-23,Cancelled,UPI,Pending
1608,170,2025-05-26,Completed,Debit Card,Pending
1609,450,2025-09-07,Pending,Credit Card,Pending
1610,940,2026-04-26,Cancelled,Net Banking,Paid
1611,238,2026-04-19,Cancelled,Credit Card,Paid
1612,566,2025-04-16,Pending,UPI,Failed
1613,41,2026-04-08,Pending,UPI,Pending
1614,843,2026-03-03,Completed,Debit Card,Paid
1615,965,2025-05-25,Shipped,Cash,Failed
1616,851,2025-03-06,Shipped,Debit Card,Paid
1617,724,2026-01-02,Completed,Cash,Pending
1618,270,2025-09-10,Completed,Credit Card,Pending
1619,685,2026-01-10,Completed,Debit Card,Paid
1620,813,2026-01-17,Pending,UPI,Pending
1621,520,2025-03-22,Cancelled,Debit Card,Pending
1622,754,2025-11-19,Completed,Debit Card,Paid
1623,103,2025-08-10,Cancelled,Credit Card,Failed
1624,858,2025-12-05,Completed,UPI,Paid
1625,601,2025-03-12,Shipped,Credit Card,Failed
1626,272,2025-04-11,Shipped,Credit Card,Pending
1627,192,2026-02-21,Shipped,Debit Card,Paid
1628,651,2025-04-12,Completed,Net Banking,Failed
1629,220,2026-01-19,Completed,Cash,Paid
1630,572,2025-09-09,Pending,Credit Card,Paid
1631,705,2025-08-03,Cancelled,Net Banking,Pending
1632,598,2025-11-20,Pending,Debit Card,Pending
1633,673,2025-09-29,Pending,Debit Card,Paid
1634,300,2026-03-25,Shipped,Cash,Failed
1635,613,2025-07-20,Cancelled,Net Banking,Pending
1636,99,2025-06-01,Pending,UPI,Pending
1637,993,2025-08-03,Shipped,Debit Card,Paid
1638,436,2025-12-06,Completed,Credit Card,Pending
1639,327,2026-05-05,Completed,Debit Card,Failed
1640,722,2025-07-23,Pending,Cash,Pending
1641,422,2025-11-04,Pending,UPI,Pending
1642,520,2025-05-18,Pending,Cash,Paid
1643,791,2025-10-15,Cancelled,Debit Card,Failed
