order_item_id,order_id,product_id,quantity,unit_price,total_amount
2703,1104,281,8,39215.82,313726.56
2704,1105,134,7,71581.26,501068.82
2705,1106,135,7,98142.88,687000.16
2706,1106,289,7,51823.46,362764.22
2707,1106,19,9,66222.77,596004.93
2708,1106,484,9,82247.61,740228.49
2709,1107,231,9,70521.76,634695.84
2710,1107,191,6,16054.19,96325.14
2711,1107,36,8,98725.56,789804.48
2712,1107,445,2,50716.93,101433.86
2713,1108,218,5,21669.69,108348.45
2714,1109,221,10,13821.19,138211.9
2715,1109,24,6,90699.39,544196.34
2716,1109,180,7,46192.91,323350.37
2717,1110,156,2,26791.84,53583.68
2718,1110,128,9,91633.07,824697.63
2719,1111,470,8,15743.15,125945.2
2720,1112,302,3,77111.74,231335.22
2721,1112,478,1,56336.18,56336.18
2722,1113,69,6,68976.29,413857.74
2723,1114,220,4,36898.95,147595.8
2724,1114,170,4,38446.57,153786.28
2725,1114,389,8,22110.21,176881.68
2726,1115,247,4,26196.83,104787.32
2727,1115,407,2,16191.0,32382.0
2728,1115,124,7,92474.9,647324.3
2729,1115,10,8,25573.87,204590.96
2730,1116,56,7,12754.62,89282.34
2731,1116,304,2,48456.03,96912.06
2732,1116,401,6,36362.45,218174.7
2733,1116,83,5,65060.23,325301.15
2734,1117,345,2,20296.33,40592.66
2735,1117,79,3,36073.98,108221.94
2736,1117,7,5,80186.05,400930.25
2737,1117,437,1,53137.57,53137.57
2738,1118,489,5,34655.5,173277.5
2739,1118,192,6,79778.66,478671.96
2740,1119,13,6,64910.54,389463.24
2741,1119,337,5,13879.93,69399.65
2742,1119,30,10,37482.4,374824.0
2743,1120,260,1,9772.4,9772.4
2744,1121,291,8,97576.77,780614.16
2745,1121,434,7,80201.48,561410.36
2746,1122,122,3,931.59,2794.77
2747,1122,267,5,87738.25,438691.25
2748,1122,262,7,42358.06,296506.42
2749,1122,245,2,16532.35,33064.7
2750,1123,110,5,33531.28,167656.4
2751,1123,7,4,80186.05,320744.2
2752,1123,104,9,44983.28,404849.52
2753,1123,409,4,35874.01,143496.04
2754,1124,15,1,98841.92,98841.92
2755,1125,150,4,20707.18,82828.72
2756,1126,81,10,18695.51,186955.1
2757,1126,315,4,92058.72,368234.88
2758,1126,158,1,15793.49,15793.49
2759,1127,355,2,17148.15,34296.3
2760,1127,499,8,2398.29,19186.32
2761,1127,366,10,55080.25,550802.5
2762,1127,143,10,15069.62,150696.2
2763,1128,161,7,7751.64,54261.48
2764,1128,139,3,28949.83,86849.49
2765,1128,212,9,46553.41,418980.69
2766,1128,387,10,28570.4,285704.0
2767,1129,355,9,17148.15,154333.35
2768,1129,100,10,33424.04,334240.4
2769,1129,184,7,31982.22,223875.54
2770,1129,52,3,99615.82,298847.46
2771,1130,173,8,80380.27,643042.16
2772,1130,80,6,87908.32,527449.92
2773,1131,29,4,74548.89,298195.56
2774,1131,3,1,85455.22,85455.22
2775,1131,85,3,10819.45,32458.35
2776,1131,66,4,20265.34,81061.36
2777,1132,20,8,65712.36,525698.88
2778,1132,191,8,16054.19,128433.52
2779,1132,196,2,59867.16,119734.32
2780,1133,185,6,1086.94,6521.64
2781,1133,41,9,76566.13,689095.17
2782,1134,423,5,32409.06,162045.3
2783,1135,473,9,13652.81,122875.29
2784,1136,396,9,20318.4,182865.6
2785,1136,442,1,41810.87,41810.87
2786,1137,36,7,98725.56,691078.92
2787,1137,212,1,46553.41,46553.41
2788,1137,207,9,66112.51,595012.59
2789,1138,436,3,79527.83,238583.49
2790,1139,297,8,57703.22,461625.76
2791,1139,66,9,20265.34,182388.06
2792,1140,395,10,77236.92,772369.2
2793,1140,142,1,75143.41,75143.41
2794,1140,249,10,94751.76,947517.6
2795,1141,410,6,13019.83,78118.98
2796,1141,100,3,33424.04,100272.12
2797,1141,214,8,84258.4,674067.2
2798,1141,43,7,43188.03,302316.21
2799,1142,425,5,15836.09,79180.45
2800,1142,283,5,9270.0,46350.0
2801,1142,415,5,69855.26,349276.3
2802,1143,8,3,80606.01,241818.03
2803,1143,75,5,5482.98,27414.9
2804,1144,129,9,40088.06,360792.54
2805,1144,275,7,48505.54,339538.78
2806,1145,371,4,41514.28,166057.12
2807,1145,37,8,31980.15,255841.2
2808,1146,237,5,50432.78,252163.9
2809,1146,40,6,21333.55,128001.3
2810,1147,116,2,11142.67,22285.34
2811,1148,468,9,30825.95,277433.55
2812,1149,357,3,21451.86,64355.58
2813,1150,348,2,38416.56,76833.12
2814,1150,195,5,14566.7,72833.5
2815,1150,324,2,97662.47,195324.94
2816,1150,301,10,69572.09,695720.9
2817,1151,343,7,36350.5,254453.5
2818,1151,294,1,55184.47,55184.47
2819,1152,44,2,4253.67,8507.34
2820,1152,13,9,64910.54,584194.86
2821,1152,136,10,54477.9,544779.0
2822,1152,233,2,65540.69,131081.38
2823,1153,418,10,7353.22,73532.2
2824,1154,376,7,23505.93,164541.51
2825,1154,162,10,22386.22,223862.2
2826,1155,455,8,2659.29,21274.32
2827,1155,156,7,26791.84,187542.88
2828,1156,149,1,96600.4,96600.4
2829,1156,33,4,88997.89,355991.56
2830,1157,41,4,76566.13,306264.52
2831,1157,144,2,75482.6,150965.2
2832,1157,48,9,10719.47,96475.23
2833,1158,57,9,87716.14,789445.26
2834,1159,160,1,49309.82,49309.82
2835,1160,472,4,22597.52,90390.08
2836,1160,44,3,4253.67,12761.01
2837,1160,358,6,6847.34,41084.04
2838,1161,228,10,4759.44,47594.4
2839,1162,159,5,77479.26,387396.3
2840,1163,20,1,65712.36,65712.36
2841,1163,258,10,47848.98,478489.8
2842,1163,185,5,1086.94,5434.7
2843,1163,213,1,55391.35,55391.35
2844,1164,233,9,65540.69,589866.21
2845,1164,52,8,99615.82,796926.56
2846,1164,152,9,54888.21,493993.89
2847,1164,339,4,25471.92,101887.68
2848,1165,12,4,1231.08,4924.32
2849,1166,135,6,98142.88,588857.28
2850,1167,140,3,52511.63,157534.89
2851,1167,162,8,22386.22,179089.76
2852,1167,243,6,16544.0,99264.0
2853,1167,65,8,12214.59,97716.72
2854,1168,405,5,58317.16,291585.8
2855,1168,28,1,65616.25,65616.25
2856,1168,233,4,65540.69,262162.76
2857,1169,440,8,19351.31,154810.48
2858,1169,480,5,68631.43,343157.15
2859,1170,317,10,84877.05,848770.5
2860,1170,322,9,93995.61,845960.49
2861,1170,298,8,50870.69,406965.52
2862,1171,310,4,35677.02,142708.08
2863,1172,312,4,73842.67,295370.68
2864,1172,55,7,73540.62,514784.34
2865,1173,46,7,2282.65,15978.55
2866,1173,96,5,83983.79,419918.95
2867,1173,418,2,7353.22,14706.44
2868,1174,427,7,66059.66,462417.62
2869,1175,115,3,89739.27,269217.81
2870,1176,389,4,22110.21,88440.84
2871,1176,415,2,69855.26,139710.52
2872,1176,231,9,70521.76,634695.84
2873,1176,180,1,46192.91,46192.91
2874,1177,251,7,22326.7,156286.9
2875,1177,474,4,74658.85,298635.4
2876,1177,486,2,68693.24,137386.48
2877,1178,42,1,61640.73,61640.73
2878,1179,330,2,21447.98,42895.96
2879,1179,171,3,26030.76,78092.28
2880,1179,152,6,54888.21,329329.26
2881,1179,209,4,17279.63,69118.52
2882,1180,20,1,65712.36,65712.36
2883,1180,199,1,16514.96,16514.96
2884,1180,477,5,49042.18,245210.9
2885,1180,148,8,92685.24,741481.92
2886,1181,487,8,74088.37,592706.96
2887,1181,267,10,87738.25,877382.5
2888,1181,205,5,10454.48,52272.4
2889,1182,397,9,66767.78,600910.02
2890,1182,326,10,38253.09,382530.9
2891,1182,299,5,29778.06,148890.3
2892,1182,418,9,7353.22,66178.98
2893,1183,265,1,42836.19,42836.19
2894,1183,36,4,98725.56,394902.24
2895,1183,240,7,71871.62,503101.34
2896,1184,13,1,64910.54,64910.54
2897,1185,409,2,35874.01,71748.02
2898,1185,240,8,71871.62,574972.96
2899,1185,3,8,85455.22,683641.76
2900,1185,386,4,96986.76,387947.04
2901,1186,161,10,7751.64,77516.4
2902,1186,294,4,55184.47,220737.88
2903,1186,465,4,35119.06,140476.24
2904,1186,159,1,77479.26,77479.26
2905,1187,271,2,36545.84,73091.68
2906,1187,53,8,16905.91,135247.28
2907,1187,57,2,87716.14,175432.28
2908,1187,477,10,49042.18,490421.8
2909,1188,427,10,66059.66,660596.6
2910,1188,27,1,72656.07,72656.07
2911,1188,19,3,66222.77,198668.31
2912,1188,143,2,15069.62,30139.24
2913,1189,147,6,51336.77,308020.62
2914,1189,151,6,91192.89,547157.34
2915,1189,45,10,89254.64,892546.4
2916,1190,230,4,4470.52,17882.08
2917,1190,144,9,75482.6,679343.4
2918,1190,117,5,12514.21,62571.05
2919,1190,119,10,11222.69,112226.9
2920,1191,360,3,76617.14,229851.42
2921,1191,474,4,74658.85,298635.4
2922,1191,176,10,53553.98,535539.8
2923,1191,192,2,79778.66,159557.32
2924,1192,398,4,68303.51,273214.04
2925,1192,349,4,86891.64,347566.56
2926,1192,14,6,68599.11,411594.66
2927,1192,420,4,571.62,2286.48
2928,1193,449,1,24451.89,24451.89
2929,1194,317,10,84877.05,848770.5
2930,1194,356,10,72913.36,729133.6
2931,1194,409,3,35874.01,107622.03
2932,1195,321,7,5887.74,41214.18
2933,1195,207,2,66112.51,132225.02
2934,1195,179,10,64832.84,648328.4
2935,1195,110,8,33531.28,268250.24
2936,1196,121,10,66016.44,660164.4
2937,1196,54,5,23227.62,116138.1
2938,1196,233,7,65540.69,458784.83
2939,1196,111,3,47576.8,142730.4
2940,1197,260,3,9772.4,29317.2
2941,1197,254,4,92274.02,369096.08
2942,1197,368,9,52584.25,473258.25
2943,1198,434,6,80201.48,481208.88
2944,1198,270,4,65627.34,262509.36
2945,1198,193,10,96033.36,960333.6
2946,1199,444,7,17097.53,119682.71
2947,1199,246,9,89134.37,802209.33
2948,1200,340,2,40140.99,80281.98
2949,1200,48,4,10719.47,42877.88
2950,1200,134,5,71581.26,357906.3
2951,1200,360,10,76617.14,766171.4
2952,1201,406,8,15921.7,127373.6
2953,1201,64,10,83149.95,831499.5
2954,1202,226,1,93947.94,93947.94
2955,1202,480,6,68631.43,411788.58
2956,1202,18,6,80640.27,483841.62
2957,1202,221,9,13821.19,124390.71
2958,1203,245,4,16532.35,66129.4
2959,1204,237,2,50432.78,100865.56
2960,1204,312,2,73842.67,147685.34
2961,1204,65,7,12214.59,85502.13
2962,1205,174,7,29995.18,209966.26
2963,1205,13,10,64910.54,649105.4
2964,1206,479,6,24610.35,147662.1
2965,1206,449,5,24451.89,122259.45
2966,1207,155,10,38031.22,380312.2
2967,1207,206,9,32119.7,289077.3
2968,1207,107,10,96335.54,963355.4
2969,1207,420,8,571.62,4572.96
2970,1208,53,5,16905.91,84529.55
2971,1209,185,4,1086.94,4347.76
2972,1209,249,10,94751.76,947517.6
2973,1209,3,4,85455.22,341820.88
2974,1210,339,2,25471.92,50943.84
2975,1210,68,9,16457.17,148114.53
2976,1210,244,7,24745.2,173216.4
2977,1211,489,3,34655.5,103966.5
2978,1211,383,6,14094.09,84564.54
2979,1211,299,6,29778.06,178668.36
2980,1211,495,3,25917.91,77753.73
2981,1212,169,1,91901.43,91901.43
2982,1213,200,1,19835.46,19835.46
2983,1213,28,1,65616.25,65616.25
2984,1214,402,2,23978.6,47957.2
2985,1215,43,6,43188.03,259128.18
2986,1216,38,10,49014.29,490142.9
2987,1216,213,8,55391.35,443130.8
2988,1216,37,4,31980.15,127920.6
2989,1216,434,9,80201.48,721813.32
2990,1217,404,10,39882.93,398829.3
2991,1217,130,9,80577.28,725195.52
2992,1217,496,2,79024.26,158048.52
2993,1218,486,4,68693.24,274772.96
2994,1218,45,1,89254.64,89254.64
2995,1219,345,9,20296.33,182666.97
2996,1220,336,4,80664.0,322656.0
2997,1220,392,9,27017.11,243153.99
2998,1221,341,10,21939.0,219390.0
2999,1221,498,10,66207.1,662071.0
3000,1221,193,1,96033.36,96033.36
3001,1222,245,4,16532.35,66129.4
3002,1222,66,2,20265.34,40530.68
3003,1222,101,1,22659.3,22659.3
3004,1222,346,5,97947.63,489738.15
3005,1223,271,8,36545.84,292366.72
3006,1223,64,4,83149.95,332599.8
3007,1223,253,7,66135.05,462945.35
3008,1224,497,7,46763.6,327345.2
3009,1224,163,2,78732.69,157465.38
3010,1224,372,10,509.19,5091.9
3011,1225,65,9,12214.59,109931.31
3012,1225,37,9,31980.15,287821.35
3013,1226,450,1,76687.97,76687.97
3014,1226,72,7,94969.88,664789.16
3015,1227,385,9,19185.05,172665.45
3016,1227,42,7,61640.73,431485.11
3017,1228,63,2,62468.38,124936.76
3018,1228,247,4,26196.83,104787.32
3019,1228,197,1,30816.77,30816.77
3020,1229,98,5,84960.13,424800.65
3021,1229,212,2,46553.41,93106.82
3022,1230,312,4,73842.67,295370.68
3023,1230,123,6,93563.17,561379.02
3024,1230,217,10,81357.92,813579.2
3025,1230,260,10,9772.4,97724.0
3026,1231,212,8,46553.41,372427.28
3027,1232,141,3,5779.97,17339.91
3028,1232,8,4,80606.01,322424.04
3029,1232,429,10,19565.86,195658.6
3030,1232,125,2,17778.2,35556.4
3031,1233,338,6,72195.75,433174.5
3032,1233,92,3,72515.47,217546.41
3033,1234,454,7,30383.23,212682.61
3034,1234,455,8,2659.29,21274.32
3035,1235,90,7,5074.25,35519.75
3036,1236,237,5,50432.78,252163.9
3037,1236,299,10,29778.06,297780.6
3038,1237,433,3,92876.17,278628.51
3039,1237,441,6,62719.84,376319.04
3040,1237,85,3,10819.45,32458.35
3041,1238,390,9,99797.36,898176.24
3042,1238,132,5,84385.91,421929.55
3043,1238,133,4,63442.04,253768.16
3044,1238,155,7,38031.22,266218.54
3045,1239,260,2,9772.4,19544.8
3046,1239,58,2,5334.4,10668.8
3047,1239,447,5,55233.09,276165.45
3048,1239,498,4,66207.1,264828.4
3049,1240,24,5,90699.39,453496.95
3050,1240,219,1,54575.2,54575.2
3051,1241,165,9,88397.98,795581.82
3052,1242,246,6,89134.37,534806.22
3053,1242,44,6,4253.67,25522.02
3054,1242,431,10,25965.88,259658.8
3055,1242,171,1,26030.76,26030.76
3056,1243,358,8,6847.34,54778.72
3057,1243,456,9,51371.51,462343.59
3058,1243,86,8,80325.35,642602.8
3059,1243,400,10,12653.08,126530.8
3060,1244,88,6,3367.21,20203.26
3061,1245,353,3,64642.11,193926.33
3062,1246,366,5,55080.25,275401.25
3063,1247,489,2,34655.5,69311.0
3064,1247,121,7,66016.44,462115.08
3065,1247,240,3,71871.62,215614.86
3066,1247,87,7,61326.65,429286.55
3067,1248,372,4,509.19,2036.76
3068,1248,12,6,1231.08,7386.48
3069,1248,111,9,47576.8,428191.2
3070,1248,75,5,5482.98,27414.9
3071,1249,275,1,48505.54,48505.54
3072,1250,319,6,49335.13,296010.78
3073,1250,164,10,53935.08,539350.8
3074,1251,240,8,71871.62,574972.96
3075,1251,395,10,77236.92,772369.2
3076,1251,117,4,12514.21,50056.84
3077,1251,370,10,80568.42,805684.2
3078,1252,251,6,22326.7,133960.2
3079,1252,437,6,53137.57,318825.42
3080,1252,297,2,57703.22,115406.44
3081,1253,131,8,70151.42,561211.36
3082,1253,369,5,90937.85,454689.25
3083,1254,38,2,49014.29,98028.58
3084,1255,346,8,97947.63,783581.04
3085,1255,111,1,47576.8,47576.8
3086,1255,201,4,85213.08,340852.32
3087,1255,494,9,58508.99,526580.91
3088,1256,76,8,85298.74,682389.92
3089,1256,493,7,62492.68,437448.76
3090,1256,182,2,7508.99,15017.98
3091,1256,202,2,64645.11,129290.22
3092,1257,187,9,36091.16,324820.44
3093,1257,486,5,68693.24,343466.2
3094,1258,106,1,55135.33,55135.33
3095,1258,107,1,96335.54,96335.54
3096,1259,186,7,75718.08,530026.56
3097,1260,17,9,15417.96,138761.64
3098,1260,381,3,28825.35,86476.05
3099,1261,322,9,93995.61,845960.49
3100,1261,130,3,80577.28,241731.84
3101,1262,115,3,89739.27,269217.81
3102,1262,493,2,62492.68,124985.36
3103,1262,466,1,93059.49,93059.49
3104,1262,430,8,65963.17,527705.36
3105,1263,43,8,43188.03,345504.24
3106,1263,88,4,3367.21,13468.84
3107,1264,181,9,7788.18,70093.62
3108,1264,391,6,8482.2,50893.2
3109,1264,471,3,75407.6,226222.8
3110,1264,149,3,96600.4,289801.2
3111,1265,242,3,67685.33,203055.99
3112,1266,33,10,88997.89,889978.9
3113,1267,433,3,92876.17,278628.51
3114,1267,12,9,1231.08,11079.72
3115,1267,282,8,82413.92,659311.36
3116,1267,152,5,54888.21,274441.05
3117,1268,224,3,75842.0,227526.0
3118,1269,314,4,35924.72,143698.88
3119,1269,358,7,6847.34,47931.38
3120,1269,221,6,13821.19,82927.14
3121,1269,391,2,8482.2,16964.4
3122,1270,320,6,40089.01,240534.06
3123,1270,375,6,76703.99,460223.94
3124,1271,47,1,69505.71,69505.71
3125,1271,351,1,8371.64,8371.64
3126,1271,364,6,3342.84,20057.04
3127,1272,17,9,15417.96,138761.64
3128,1273,317,5,84877.05,424385.25
3129,1274,364,3,3342.84,10028.52
3130,1274,66,4,20265.34,81061.36
3131,1274,220,1,36898.95,36898.95
3132,1275,108,7,56452.09,395164.63
3133,1276,232,3,58073.83,174221.49
3134,1277,124,1,92474.9,92474.9
3135,1277,165,3,88397.98,265193.94
3136,1278,2,4,28864.4,115457.6
3137,1278,362,5,23320.92,116604.6
3138,1279,450,5,76687.97,383439.85
3139,1279,420,4,571.62,2286.48
3140,1280,170,2,38446.57,76893.14
3141,1280,414,7,70809.28,495664.96
3142,1280,105,10,10713.01,107130.1
3143,1280,295,3,35135.48,105406.44
3144,1281,443,10,67612.01,676120.1
3145,1282,447,7,55233.09,386631.63
3146,1283,114,7,52437.52,367062.64
3147,1283,64,10,83149.95,831499.5
3148,1283,217,7,81357.92,569505.44
3149,1283,431,9,25965.88,233692.92
3150,1284,373,4,29032.84,116131.36
3151,1284,347,4,67482.69,269930.76
3152,1284,157,1,1061.69,1061.69
3153,1284,5,5,65332.94,326664.7
3154,1285,143,2,15069.62,30139.24
3155,1285,466,1,93059.49,93059.49
3156,1285,130,7,80577.28,564040.96
3157,1286,224,7,75842.0,530894.0
3158,1287,298,1,50870.69,50870.69
3159,1287,238,9,23384.08,210456.72
3160,1287,3,5,85455.22,427276.1
3161,1288,404,9,39882.93,358946.37
3162,1288,377,1,19262.81,19262.81
3163,1288,170,2,38446.57,76893.14
3164,1289,374,8,94722.27,757778.16
3165,1289,336,7,80664.0,564648.0
3166,1289,49,5,17118.51,85592.55
3167,1290,298,7,50870.69,356094.83
3168,1290,485,3,15008.94,45026.82
3169,1291,301,3,69572.09,208716.27
3170,1292,50,1,94872.11,94872.11
3171,1292,61,6,70335.89,422015.34
3172,1292,184,1,31982.22,31982.22
3173,1293,316,2,1159.06,2318.12
3174,1293,294,4,55184.47,220737.88
3175,1293,362,2,23320.92,46641.84
3176,1293,213,6,55391.35,332348.1
3177,1294,363,6,62834.83,377008.98
3178,1294,170,3,38446.57,115339.71
3179,1295,357,3,21451.86,64355.58
3180,1295,84,9,13684.9,123164.1
3181,1296,167,9,47748.29,429734.61
3182,1297,234,8,51907.96,415263.68
3183,1297,332,5,57355.27,286776.35
3184,1298,180,5,46192.91,230964.55
3185,1298,472,1,22597.52,22597.52
3186,1299,255,6,23366.47,140198.82
3187,1299,208,4,56772.42,227089.68
3188,1299,90,10,5074.25,50742.5
3189,1300,24,2,90699.39,181398.78
3190,1300,396,2,20318.4,40636.8
3191,1300,55,6,73540.62,441243.72
3192,1301,419,6,82032.15,492192.9
3193,1301,167,9,47748.29,429734.61
3194,1302,428,9,87412.53,786712.77
3195,1302,93,9,52548.77,472938.93
3196,1302,238,9,23384.08,210456.72
3197,1302,229,3,39115.26,117345.78
3198,1303,21,5,40757.59,203787.95
3199,1303,114,9,52437.52,471937.68
3200,1303,43,10,43188.03,431880.3
3201,1303,228,1,4759.44,4759.44
3202,1304,11,6,82518.93,495113.58
3203,1304,131,9,70151.42,631362.78
3204,1305,362,10,23320.92,233209.2
3205,1306,61,2,70335.89,140671.78
3206,1306,429,5,19565.86,97829.3
3207,1306,279,3,21838.59,65515.77
3208,1306,222,3,39980.12,119940.36
3209,1307,189,6,28510.99,171065.94
3210,1307,491,5,74131.29,370656.45
3211,1308,306,1,41536.38,41536.38
3212,1308,451,6,96184.35,577106.1
3213,1308,93,6,52548.77,315292.62
3214,1309,227,10,23559.12,235591.2
3215,1309,165,10,88397.98,883979.8
3216,1309,228,2,4759.44,9518.88
3217,1309,254,2,92274.02,184548.04
3218,1310,403,10,17152.36,171523.6
3219,1310,230,9,4470.52,40234.68
3220,1311,10,5,25573.87,127869.35
3221,1311,363,6,62834.83,377008.98
3222,1312,211,5,84090.95,420454.75
3223,1312,498,6,66207.1,397242.6
3224,1312,74,2,45946.75,91893.5
3225,1312,227,2,23559.12,47118.24
3226,1313,1,6,34752.78,208516.68
3227,1313,282,9,82413.92,741725.28
3228,1313,292,10,35636.2,356362.0
3229,1313,457,8,9881.57,79052.56
3230,1314,409,2,35874.01,71748.02
3231,1315,338,3,72195.75,216587.25
3232,1315,476,3,76322.28,228966.84
3233,1315,494,2,58508.99,117017.98
3234,1316,104,9,44983.28,404849.52
3235,1316,195,10,14566.7,145667.0
3236,1317,32,4,58241.15,232964.6
3237,1317,4,5,64914.3,324571.5
3238,1317,469,8,56708.83,453670.64
3239,1317,264,7,35376.52,247635.64
3240,1318,67,9,97325.41,875928.69
3241,1319,4,8,64914.3,519314.4
3242,1319,352,5,32029.39,160146.95
3243,1320,463,4,59725.5,238902.0
3244,1320,55,10,73540.62,735406.2
3245,1320,380,10,51902.7,519027.0
3246,1320,60,8,38335.25,306682.0
3247,1321,239,6,15448.92,92693.52
3248,1321,54,7,23227.62,162593.34
3249,1322,468,4,30825.95,123303.8
3250,1323,267,8,87738.25,701906.0
3251,1323,347,9,67482.69,607344.21
3252,1324,452,9,72768.17,654913.53
3253,1324,425,6,15836.09,95016.54
3254,1324,75,9,5482.98,49346.82
3255,1325,263,5,43181.15,215905.75
3256,1325,334,4,43505.77,174023.08
3257,1325,54,10,23227.62,232276.2
3258,1325,280,8,61595.52,492764.16
3259,1326,357,10,21451.86,214518.6
3260,1326,125,1,17778.2,17778.2
3261,1326,27,1,72656.07,72656.07
3262,1326,365,8,86491.99,691935.92
3263,1327,255,5,23366.47,116832.35
3264,1327,301,10,69572.09,695720.9
3265,1328,401,8,36362.45,290899.6
3266,1328,142,5,75143.41,375717.05
3267,1328,161,5,7751.64,38758.2
3268,1329,57,1,87716.14,87716.14
3269,1329,436,8,79527.83,636222.64
3270,1329,494,7,58508.99,409562.93
3271,1330,381,3,28825.35,86476.05
3272,1330,219,7,54575.2,382026.4
3273,1331,146,5,74370.07,371850.35
3274,1331,335,8,80103.73,640829.84
3275,1331,119,6,11222.69,67336.14
3276,1332,353,7,64642.11,452494.77
3277,1333,480,5,68631.43,343157.15
3278,1334,175,9,51632.52,464692.68
3279,1334,297,4,57703.22,230812.88
3280,1335,489,10,34655.5,346555.0
3281,1335,321,1,5887.74,5887.74
3282,1335,327,8,61471.42,491771.36
3283,1336,187,8,36091.16,288729.28
3284,1336,260,9,9772.4,87951.6
3285,1336,438,4,8254.57,33018.28
3286,1336,161,8,7751.64,62013.12
3287,1337,214,9,84258.4,758325.6
3288,1337,341,2,21939.0,43878.0
3289,1337,409,7,35874.01,251118.07
3290,1338,270,5,65627.34,328136.7
3291,1338,159,1,77479.26,77479.26
3292,1338,422,8,85754.51,686036.08
3293,1338,112,4,11845.32,47381.28
3294,1339,227,2,23559.12,47118.24
3295,1340,239,4,15448.92,61795.68
3296,1340,491,6,74131.29,444787.74
3297,1340,199,1,16514.96,16514.96
3298,1340,49,1,17118.51,17118.51
3299,1341,261,10,54158.96,541589.6
3300,1341,274,3,75619.7,226859.1
3301,1341,112,3,11845.32,35535.96
3302,1341,199,4,16514.96,66059.84
3303,1342,367,9,59287.68,533589.12
3304,1342,365,6,86491.99,518951.94
3305,1343,7,4,80186.05,320744.2
3306,1343,121,7,66016.44,462115.08
3307,1343,463,10,59725.5,597255.0
3308,1344,67,6,97325.41,583952.46
3309,1344,489,1,34655.5,34655.5
3310,1344,284,3,8463.95,25391.85
3311,1345,45,3,89254.64,267763.92
3312,1345,392,7,27017.11,189119.77
3313,1346,101,4,22659.3,90637.2
3314,1346,82,6,27547.39,165284.34
3315,1346,235,6,40881.3,245287.8
3316,1347,146,10,74370.07,743700.7
3317,1348,80,1,87908.32,87908.32
3318,1348,135,4,98142.88,392571.52
3319,1348,305,3,63549.35,190648.05
3320,1348,354,3,74915.6,224746.8
3321,1349,138,8,57278.5,458228.0
3322,1349,247,2,26196.83,52393.66
3323,1350,218,6,21669.69,130018.14
3324,1350,406,1,15921.7,15921.7
3325,1350,314,10,35924.72,359247.2
3326,1351,364,6,3342.84,20057.04
3327,1351,183,6,41059.46,246356.76
3328,1352,356,3,72913.36,218740.08
3329,1352,232,1,58073.83,58073.83
3330,1352,22,1,70952.86,70952.86
3331,1353,59,4,5299.39,21197.56
3332,1353,241,7,81211.68,568481.76
3333,1353,129,5,40088.06,200440.3
3334,1353,38,5,49014.29,245071.45
3335,1354,289,8,51823.46,414587.68
3336,1354,141,7,5779.97,40459.79
3337,1354,410,2,13019.83,26039.66
3338,1355,56,10,12754.62,127546.2
3339,1355,283,4,9270.0,37080.0
3340,1356,490,3,45281.13,135843.39
3341,1357,347,1,67482.69,67482.69
3342,1357,375,7,76703.99,536927.93
3343,1357,387,6,28570.4,171422.4
3344,1357,403,1,17152.36,17152.36
3345,1358,377,3,19262.81,57788.43
3346,1358,208,3,56772.42,170317.26
3347,1358,53,3,16905.91,50717.73
3348,1358,464,9,38463.84,346174.56
3349,1359,336,1,80664.0,80664.0
3350,1359,364,6,3342.84,20057.04
3351,1360,152,6,54888.21,329329.26
3352,1360,146,4,74370.07,297480.28
3353,1360,215,1,20044.98,20044.98
3354,1360,286,5,6217.57,31087.85
3355,1361,190,6,39813.77,238882.62
3356,1361,166,10,36399.38,363993.8
3357,1361,416,6,54590.24,327541.44
3358,1362,65,7,12214.59,85502.13
3359,1363,362,7,23320.92,163246.44
3360,1363,171,1,26030.76,26030.76
3361,1364,256,10,2147.98,21479.8
3362,1364,250,5,99281.19,496405.95
3363,1364,394,4,82911.08,331644.32
3364,1364,276,4,48634.14,194536.56
3365,1365,250,4,99281.19,397124.76
3366,1365,210,10,71363.81,713638.1
3367,1366,135,7,98142.88,687000.16
3368,1367,15,9,98841.92,889577.28
3369,1368,356,4,72913.36,291653.44
3370,1368,380,7,51902.7,363318.9
3371,1369,370,3,80568.42,241705.26
3372,1369,339,7,25471.92,178303.44
3373,1369,420,10,571.62,5716.2
3374,1369,428,1,87412.53,87412.53
3375,1370,485,3,15008.94,45026.82
3376,1370,352,3,32029.39,96088.17
3377,1371,289,8,51823.46,414587.68
3378,1372,486,1,68693.24,68693.24
3379,1372,173,7,80380.27,562661.89
3380,1372,347,2,67482.69,134965.38
3381,1373,396,8,20318.4,162547.2
3382,1373,311,1,18687.05,18687.05
3383,1373,20,2,65712.36,131424.72
3384,1373,222,6,39980.12,239880.72
3385,1374,89,1,92079.6,92079.6
3386,1375,107,10,96335.54,963355.4
3387,1376,130,10,80577.28,805772.8
3388,1376,159,1,77479.26,77479.26
3389,1377,224,3,75842.0,227526.0
3390,1377,307,2,1467.46,2934.92
3391,1377,244,7,24745.2,173216.4
3392,1377,458,3,14271.62,42814.86
3393,1378,283,4,9270.0,37080.0
3394,1379,387,4,28570.4,114281.6
3395,1379,352,10,32029.39,320293.9
3396,1380,380,10,51902.7,519027.0
3397,1381,296,7,60833.16,425832.12
3398,1381,471,10,75407.6,754076.0
3399,1382,58,6,5334.4,32006.4
3400,1382,2,4,28864.4,115457.6
